"code","causeid","short_desc","long_desc","major","three_digit"
"V494","inj_trans","CONDUCT. AUTO BLES. DS COLL. AV. VEHIC. MOT., NCA, SAI, ADC","Conducteur d'une automobile blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation","Occupant d'une automobile blessé dans des accidents de transport, autres et sans précision","V49"
"V495","inj_trans","PASS. BLES. DS COLL. AV. VEHIC. MOT., NCA, SAI, ADC","Passager blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation","Occupant d'une automobile blessé dans des accidents de transport, autres et sans précision","V49"
"V498","inj_trans","OCCUP. AUTO, BLES. DS AUTRES ACCID. DE TRANSP. PRÉCISÉS","Occupant [tout type] d'une automobile, blessé dans des autres accidents de transport précisés","Occupant d'une automobile blessé dans des accidents de transport, autres et sans précision","V49"
"V499","inj_trans","OCCUP. AUTO, BLES. DS ADC, SAI","Occupant [tout type] d'une automobile, blessé dans un accident de circulation, sans précision","Occupant d'une automobile blessé dans des accidents de transport, autres et sans précision","V49"
"V525","inj_trans","CONDUCT. CAMIONTE BLES. DS COLL. AV. VEHIC. MOT. 2-3 R., ADC","Conducteur d'une camionnette blessé dans une collision avec un véhicule à moteur à deux ou trois roues, accident de circulation","Occupant d'une camionnette blessé dans une collision avec un véhicule à moteur à deux ou trois roues","V52"
"V535","inj_trans","CONDUCT. CAMIONTE BLES. DS COLL. AV. AUTO, ADC","Conducteur d'une camionnette blessé dans une collision avec une automobile ou une camionnette, accident de circulation","Occupant d'une camionnette blessé dans une collision avec une automobile ou une camionnette","V53"
"V536","inj_trans","PASS. CAMIONTE BLES. DS COLL. AV. AUTO, ADC","Passager d'une camionnette blessé dans une collision avec une automobile ou une camionnette, accident de circulation","Occupant d'une camionnette blessé dans une collision avec une automobile ou une camionnette","V53"
"V545","inj_trans","CONDUCT. CAMIONTE BLES. DS COLL. AV. VEHIC. LRD., ADC","Conducteur d'une camionnette blessé dans une collision avec un véhicule lourd ou un autobus, accident de circulation","Occupant d'une camionnette blessé dans une collision avec un véhicule lourd ou un autobus","V54"
"V546","inj_trans","PASS. CAMIONTE BLES. DS COLL. AV. VEHIC. LRD., ADC","Passager d'une camionnette blessé dans une collision avec un véhicule lourd ou un autobus, accident de circulation","Occupant d'une camionnette blessé dans une collision avec un véhicule lourd ou un autobus","V54"
"V553","inj_trans","OCCUP., SAI, CAMIONTE, BLES. DS COLL. AV. TRAIN, AHC","Occupant, sans précision, d'une camionnette, blessé dans une collision avec un train ou un véhicule ferroviaire, accident hors circulation","Occupant d'une camionnette blessé dans une collision avec un train ou un véhicule ferroviaire","V55"
"V575","inj_trans","CONDUCT. CAMIONTE BLES. DS COLL. AV. OBJ. FIXE, ADC","Conducteur d'une camionnette blessé dans une collision avec un objet fixe ou stationnaire, accident de circulation","Occupant d'une camionnette blessé dans une collision avec un objet fixe ou stationnaire","V57"
"V576","inj_trans","PASS. CAMIONTE BLES. DS COLL. AV. OBJ. FIXE, ADC","Passager d'une camionnette blessé dans une collision avec un objet fixe ou stationnaire, accident de circulation","Occupant d'une camionnette blessé dans une collision avec un objet fixe ou stationnaire","V57"
"V585","inj_trans","CONDUCT. CAMIONTE BLES. DS ACCID. DE TRANSP., SANS COLL., EN CIRC.","Conducteur d'une camionnette blessé dans un accident de transport, sans collision, en circulation","Occupant d'une camionnette blessé dans un accident de transport, sans collision","V58"
"V586","inj_trans","PASS. CAMIONTE BLES. DS ACCID. DE TRANSP., SANS COLL., EN CIRC.","Passager d'une camionnette blessé dans un accident de transport, sans collision, en circulation","Occupant d'une camionnette blessé dans un accident de transport, sans collision","V58"
"V587","inj_trans","PERS. EXT. CAMIONTE BLES. DS ACCID. DE TRANSP., SANS COLL., EN CIRC.","Personne à l'extérieur d'une camionnette blessée dans un accident de transport, sans collision, en circulation","Occupant d'une camionnette blessé dans un accident de transport, sans collision","V58"
"V589","inj_trans","OCCUP., SAI, CAMIONTE BLES. DS ACCID. DE TRANSP., SANS COLL., EN CIRC.","Occupant, sans précision, d'une camionnette blessé dans un accident de transport, sans collision, en circulation","Occupant d'une camionnette blessé dans un accident de transport, sans collision","V58"
"V594","inj_trans","CONDUCT. CAMIONTE BLES. DS COLL. AV. VEHIC. MOT., NCA, SAI, ADC","Conducteur d'une camionnette blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation","Occupant d'une camionnette blessé dans des accidents de transport, autres et sans précision","V59"
"V595","inj_trans","PASS. CAMIONTE BLES. DS COLL. AV. VEHIC. MOT., NCA, SAI, ADC","Passager d'une camionnette blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation","Occupant d'une camionnette blessé dans des accidents de transport, autres et sans précision","V59"
"V599","inj_trans","OCCUP. CAMIONTE, BLES. DS ADC, SAI","Occupant [tout type] d'une camionnette, blessé dans un accident de circulation, sans précision","Occupant d'une camionnette blessé dans des accidents de transport, autres et sans précision","V59"
"V635","inj_trans","CONDUCT. VEHIC. LRD. BLES. DS COLL. AV. AUTO, ADC","Conducteur d'un véhicule lourd blessé dans une collision avec une automobile ou une camionnette, accident de circulation","Occupant d'un véhicule lourd blessé dans une collision avec une automobile ou une camionnette","V63"
"V645","inj_trans","CONDUCT. VEHIC. LRD. BLES. DS COLL. AV. VEHIC. LRD., ADC","Conducteur d'un véhicule lourd blessé dans une collision avec un véhicule lourd ou un autobus, accident de circulation","Occupant d'un véhicule lourd blessé dans une collision avec un véhicule lourd ou un autobus","V64"
"V670","none","CONDUCT. VEHIC. LRD. BLES. DS COLL. AV. OBJ. FIXE, AHC","Conducteur d'un véhicule lourd blessé dans une collision avec un objet fixe ou stationnaire, accident hors circulation","Occupant d'un véhicule lourd blessé dans une collision avec un objet fixe ou stationnaire","V67"
"V675","inj_trans","CONDUCT. VEHIC. LRD. BLES. DS COLL. AV. OBJ. FIXE, ADC","Conducteur d'un véhicule lourd blessé dans une collision avec un objet fixe ou stationnaire, accident de circulation","Occupant d'un véhicule lourd blessé dans une collision avec un objet fixe ou stationnaire","V67"
"V684","inj_trans","OCCUP. VEHIC. LRD. BLES. DS ACCID. DE TRANSP., SANS COLL., M/D","Occupant d'un véhicule lourd blessé dans un accident de transport, sans collision, en montée ou en descente","Occupant d'un véhicule lourd blessé dans un accident de transport, sans collision","V68"
"V685","inj_trans","CONDUCT. VEHIC. LRD. BLES. DS ACCID. DE TRANSP., SANS COLL., EN CIRC.","Conducteur d'un véhicule lourd blessé dans un accident de transport, sans collision, en circulation","Occupant d'un véhicule lourd blessé dans un accident de transport, sans collision","V68"
"V686","inj_trans","PASS. VEHIC. LRD. BLES. DS ACCID. DE TRANSP., SANS COLL., EN CIRC.","Passager d'un véhicule lourd blessé dans un accident de transport, sans collision, en circulation","Occupant d'un véhicule lourd blessé dans un accident de transport, sans collision","V68"
"V694","inj_trans","CONDUCT. VEHIC. LRD. BLES. DS COLL. AV. VEHIC. MOT., NCA, SAI, ADC","Conducteur d'un véhicule lourd blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation","Occupant d'un véhicule lourd blessé dans des accidents de transport, autres et sans précision","V69"
"V746","inj_trans","PASS. BUS BLES. DS COLL. AV. VEHIC. LRD., ADC","Passager d'un autobus blessé dans une collision avec un véhicule lourd ou un autobus, accident de circulation","Occupant d'un autobus blessé dans une collision avec un véhicule lourd ou un autobus","V74"
"V785","inj_trans","CONDUCT. BUS BLES. DS ACCID. DE TRANSP., SANS COLL., EN CIRC.","Conducteur d'un autobus blessé dans un accident de transport, sans collision, en circulation","Occupant d'un autobus blessé dans un accident de transport, sans collision","V78"
"V786","inj_trans","PASS. BUS BLES. DS ACCID. DE TRANSP., SANS COLL., EN CIRC.","Passager d'un autobus blessé dans un accident de transport, sans collision, en circulation","Occupant d'un autobus blessé dans un accident de transport, sans collision","V78"
"V800","none","CHUTE OU ÉJECTION PERS. MONTANT ANIM. DS ACCID. SANS COLL.","Chute ou éjection d'une personne montant un animal ou occupant un véhicule à traction animale dans un accident sans collision","Personne montant un animal ou occupant un véhicule à traction animale blessée dans un accident de transport","V80"
"V809","inj_trans","PERS. MONTANT ANIM. BLES. DS ACCID. DE TRANSP., NCA, SAI","Personne montant un animal ou occupant un véhicule à traction animale blessée dans des accidents de transport, autres et sans précision","Personne montant un animal ou occupant un véhicule à traction animale blessée dans un accident de transport","V80"
"V835","inj_trans","CONDUCT. VEHIC. INDUSTR., BLES. DS AHC","Conducteur d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident hors circulation","Occupant d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident de transport","V83"
"V837","inj_trans","PERS. EXT. VEHIC. INDUSTR., BLES. DS AHC","Personne à l'extérieur d'un véhicule spécial utilisé essentiellement sur un site industriel, blessée dans un accident hors circulation","Occupant d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident de transport","V83"
"V840","none","CONDUCT. VEHIC. AGRIC., BLES. DS ADC","Conducteur d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessé dans un accident de circulation","Occupant d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessé dans un accident de transport","V84"
"V845","inj_trans","CONDUCT. VEHIC. AGRIC., BLES. DS AHC","Conducteur d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessé dans un accident hors circulation","Occupant d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessé dans un accident de transport","V84"
"V849","inj_trans","OCCUP., SAI, VEHIC. AGRIC., BLES. DS AHC","Occupant, sans précision, d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessé dans un accident hors circulation","Occupant d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessé dans un accident de transport","V84"
"V852","inj_trans","PERS. EXT. VEHIC. DE CHANTIER, BLES. DS ADC","Personne à l'extérieur d'un véhicule spécial de construction, blessée dans un accident de circulation","Occupant d'un véhicule spécial de construction blessé dans un accident de transport","V85"
"V860","none","CONDUCT. VEHIC. TOUT-TER., BLES. DS ADC","Conducteur d'un véhicule tout-terrain, blessé dans un accident de circulation","Occupant d'un véhicule tout-terrain, blessé dans un accident de transport","V86"
"V861","inj_trans","PASS. VEHIC. TOUT-TER., BLES. DS ADC","Passager d'un véhicule tout-terrain, blessé dans un accident de circulation","Occupant d'un véhicule tout-terrain, blessé dans un accident de transport","V86"
"V865","inj_trans","CONDUCT. VEHIC. TOUT-TER., BLES. DS AHC","Conducteur d'un véhicule tout-terrain, blessé dans un accident hors circulation","Occupant d'un véhicule tout-terrain, blessé dans un accident de transport","V86"
"V869","inj_trans","OCCUP., SAI, VEHIC. TOUT-TER., BLES. DS AHC","Occupant, sans précision, d'un véhicule tout-terrain, blessé dans un accident hors circulation","Occupant d'un véhicule tout-terrain, blessé dans un accident de transport","V86"
"V870","none","PERS. BLES. DS COLL. ENTRE UNE AUTO ET UN VEHIC. MOT. 2-3 R.","Personne blessée dans une collision entre une automobile et un véhicule à moteur à deux ou trois roues (dans la circulation)","Accident de la circulation d'un type précisé, sans que soit connu le mode de transport de la victime","V87"
"V874","none","PERS. BLES. DS COLL. ENTRE UNE AUTO ET UN VEHIC. LRD.","Personne blessée dans une collision entre une automobile et un véhicule lourd (dans la circulation)","Accident de la circulation d'un type précisé, sans que soit connu le mode de transport de la victime","V87"
"V877","none","PERS. BLES. DS COLL. ENTRE D'AUTRES VEHIC. MOT. PRÉCISÉS","Personne blessée dans une collision entre d'autres véhicules à moteur précisés (dans la circulation)","Accident de la circulation d'un type précisé, sans que soit connu le mode de transport de la victime","V87"
"V878","none","PERS. BLES. DS ACCID. TRANSP. NCA, SANS COLL., EN VEHIC. MOT.","Personne blessée dans d'autres accidents de transport précisés, sans collision, impliquant un véhicule à moteur (dans la circulation)","Accident de la circulation d'un type précisé, sans que soit connu le mode de transport de la victime","V87"
"V887","none","PERS. BLES. DS COLL. ENTRE D'AUTRES VEHIC. MOT. PRÉCISÉS, AHC","Personne blessée dans une collision entre d'autres véhicules à moteur précisés, hors circulation","Accident en dehors de la circulation d'un type précisé, sans que soit connu le mode de transport de la victime","V88"
"V890","none","PERS. BLES. DS ACCID. AV. VEHIC. MOT., SAI, AHC","Personne blessée dans un accident avec un véhicule à moteur, sans précision, hors circulation","Accident avec un véhicule avec ou sans moteur, type de véhicule non précisé","V89"
"V892","none","PERS. BLES. DS ACCID. DE CIRC. AV. VEHIC. MOT., SAI","Personne blessée dans un accident de la circulation avec un véhicule à moteur, sans précision","Accident avec un véhicule avec ou sans moteur, type de véhicule non précisé","V89"
"V899","none","PERS. BLES. DS ACCID. AV. VEHIC., SAI","Personne blessée dans un accident avec un véhicule, sans précision","Accident avec un véhicule avec ou sans moteur, type de véhicule non précisé","V89"
