causeid,all_text
inj_trans,"['v785', 'driver', 'bus', 'injured', 'noncollision', 'transport', 'accident', 'traffic', 'accident', 'bus', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v786', 'passenger', 'bus', 'injured', 'noncollision', 'transport', 'accident', 'traffic', 'accident', 'bus', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v809', 'animalrider', 'occupant', 'animaldrawn', 'vehicle', 'injured', 'unspecified', 'transport', 'accidents', 'land', 'transport', 'accidents', 'external', 'causes', 'morbidity']"
inj_trans,"['v835', 'driver', 'special', 'industrial', 'vehicle', 'injured', 'nontraffic', 'accident', 'land', 'transport', 'accidents', 'external', 'causes', 'morbidity']"
inj_trans,"['v837', 'person', 'outside', 'special', 'industrial', 'vehicle', 'injured', 'nontraffic', 'accident', 'land', 'transport', 'accidents', 'external', 'causes', 'morbidity']"
inj_trans,"['v845', 'driver', 'special', 'agricultural', 'vehicle', 'injured', 'nontraffic', 'accident', 'land', 'transport', 'accidents', 'external', 'causes', 'morbidity']"
inj_trans,"['v849', 'unspecified', 'occupant', 'special', 'agricultural', 'vehicle', 'injured', 'nontraffic', 'accident', 'land', 'transport', 'accidents', 'external', 'causes', 'morbidity']"
inj_trans,"['v852', 'person', 'outside', 'special', 'construction', 'vehicle', 'injured', 'traffic', 'accident', 'land', 'transport', 'accidents', 'external', 'causes', 'morbidity']"
inj_trans,"['v861', 'passenger', 'special', 'allterrain', 'offroad', 'motor', 'vehicle', 'injured', 'traffic', 'accident', 'land', 'transport', 'accidents', 'external', 'causes', 'morbidity']"
inj_trans,"['v865', 'driver', 'special', 'allterrain', 'offroad', 'motor', 'vehicle', 'injured', 'nontraffic', 'accident', 'land', 'transport', 'accidents', 'external', 'causes', 'morbidity']"
inj_trans,"['v869', 'unspecified', 'occupant', 'special', 'allterrain', 'offroad', 'motor', 'vehicle', 'injured', 'nontraffic', 'accident', 'land', 'transport', 'accidents', 'external', 'causes', 'morbidity']"
inj_trans,"['v902', 'drowning', 'submersion', 'due', 'falling', 'jumping', 'burning', 'watercraft', 'water', 'transport', 'accidents', 'external', 'causes', 'morbidity']"
inj_trans,"['v903', 'drowning', 'submersion', 'due', 'falling', 'jumping', 'crushed', 'watercraft', 'water', 'transport', 'accidents', 'external', 'causes', 'morbidity']"
inj_trans,"['v913', 'hit', 'struck', 'falling', 'object', 'due', 'accident', 'watercraft', 'water', 'transport', 'accidents', 'external', 'causes', 'morbidity']"
inj_trans,"['v922', 'drowning', 'submersion', 'due', 'washed', 'overboard', 'watercraft', 'water', 'transport', 'accidents', 'external', 'causes', 'morbidity']"
inj_trans,"['v949', 'unspecified', 'water', 'transport', 'accident', 'water', 'transport', 'accidents', 'external', 'causes', 'morbidity']"
inj_trans,"['v952', 'private', 'fixedwing', 'aircraft', 'accident', 'injuring', 'occupant', 'air', 'space', 'transport', 'accidents', 'external', 'causes', 'morbidity']"
inj_trans,"['v953', 'commercial', 'fixedwing', 'aircraft', 'accident', 'injuring', 'occupant', 'air', 'space', 'transport', 'accidents', 'external', 'causes', 'morbidity']"
inj_trans,"['v958', 'powered', 'aircraft', 'accidents', 'injuring', 'occupant', 'air', 'space', 'transport', 'accidents', 'external', 'causes', 'morbidity']"
inj_trans,"['v959', 'unspecified', 'aircraft', 'accident', 'injuring', 'occupant', 'air', 'space', 'transport', 'accidents', 'external', 'causes', 'morbidity']"
inj_trans,"['v961', 'hangglider', 'accident', 'injuring', 'occupant', 'air', 'space', 'transport', 'accidents', 'external', 'causes', 'morbidity']"
inj_trans,"['v968', 'nonpoweredaircraft', 'accidents', 'injuring', 'occupant', 'air', 'space', 'transport', 'accidents', 'external', 'causes', 'morbidity']"
inj_trans,"['v972', 'parachutist', 'accident', 'air', 'space', 'transport', 'accidents', 'external', 'causes', 'morbidity']"
unintent,"['w00', 'fall', 'due', 'ice', 'snow', 'slipping', 'tripping', 'stumbling', 'falls', 'external', 'causes', 'morbidity']"
unintent,"['w01', 'fall', 'level', 'slipping', 'tripping', 'stumbling', 'slipping', 'tripping', 'stumbling', 'falls', 'external', 'causes', 'morbidity']"
unintent,"['w03', 'fall', 'level', 'due', 'collision', 'another', 'person', 'slipping', 'tripping', 'stumbling', 'falls', 'external', 'causes', 'morbidity']"
unintent,"['w04', 'fall', 'carried', 'supported', 'persons', 'slipping', 'tripping', 'stumbling', 'falls', 'external', 'causes', 'morbidity']"
unintent,"['w05', 'fall', 'nonmoving', 'wheelchair', 'nonmotorized', 'scooter', 'motorized', 'mobility', 'scooter', 'slipping', 'tripping', 'stumbling', 'falls', 'external', 'causes', 'morbidity']"
unintent,"['w06', 'fall', 'bed', 'slipping', 'tripping', 'stumbling', 'falls', 'external', 'causes', 'morbidity']"
unintent,"['w07', 'fall', 'chair', 'slipping', 'tripping', 'stumbling', 'falls', 'external', 'causes', 'morbidity']"
unintent,"['w08', 'fall', 'furniture', 'slipping', 'tripping', 'stumbling', 'falls', 'external', 'causes', 'morbidity']"
unintent,"['w10', 'fall', 'stairs', 'steps', 'slipping', 'tripping', 'stumbling', 'falls', 'external', 'causes', 'morbidity']"
unintent,"['w11', 'fall', 'ladder', 'slipping', 'tripping', 'stumbling', 'falls', 'external', 'causes', 'morbidity']"
unintent,"['w12', 'fall', 'scaffolding', 'slipping', 'tripping', 'stumbling', 'falls', 'external', 'causes', 'morbidity']"
unintent,"['w13', 'fall', 'building', 'structure', 'slipping', 'tripping', 'stumbling', 'falls', 'external', 'causes', 'morbidity']"
unintent,"['w14', 'fall', 'tree', 'slipping', 'tripping', 'stumbling', 'falls', 'external', 'causes', 'morbidity']"
unintent,"['w15', 'fall', 'cliff', 'slipping', 'tripping', 'stumbling', 'falls', 'external', 'causes', 'morbidity']"
unintent,"['w16', 'fall', 'jump', 'diving', 'water', 'slipping', 'tripping', 'stumbling', 'falls', 'external', 'causes', 'morbidity']"
unintent,"['w17', 'fall', 'one', 'level', 'another', 'slipping', 'tripping', 'stumbling', 'falls', 'external', 'causes', 'morbidity']"
unintent,"['w18', 'slipping', 'tripping', 'stumbling', 'falls', 'slipping', 'tripping', 'stumbling', 'falls', 'external', 'causes', 'morbidity']"
unintent,"['w19', 'unspecified', 'fall', 'slipping', 'tripping', 'stumbling', 'falls', 'external', 'causes', 'morbidity']"
unintent,"['w20', 'struck', 'thrown', 'projected', 'falling', 'object', 'exposure', 'inanimate', 'mechanical', 'forces', 'external', 'causes', 'morbidity']"
unintent,"['w22', 'striking', 'struck', 'objects', 'exposure', 'inanimate', 'mechanical', 'forces', 'external', 'causes', 'morbidity']"
unintent,"['w23', 'caught', 'crushed', 'jammed', 'pinched', 'objects', 'exposure', 'inanimate', 'mechanical', 'forces', 'external', 'causes', 'morbidity']"
unintent,"['w24', 'contact', 'lifting', 'transmission', 'devices', 'elsewhere', 'classified', 'exposure', 'inanimate', 'mechanical', 'forces', 'external', 'causes', 'morbidity']"
unintent,"['w25', 'contact', 'sharp', 'glass', 'exposure', 'inanimate', 'mechanical', 'forces', 'external', 'causes', 'morbidity']"
unintent,"['w26', 'contact', 'sharp', 'objects', 'exposure', 'inanimate', 'mechanical', 'forces', 'external', 'causes', 'morbidity']"
unintent,"['w27', 'contact', 'nonpowered', 'hand', 'tool', 'exposure', 'inanimate', 'mechanical', 'forces', 'external', 'causes', 'morbidity']"
unintent,"['w29', 'contact', 'powered', 'hand', 'tools', 'household', 'machinery', 'exposure', 'inanimate', 'mechanical', 'forces', 'external', 'causes', 'morbidity']"
unintent,"['w31', 'contact', 'unspecified', 'machinery', 'exposure', 'inanimate', 'mechanical', 'forces', 'external', 'causes', 'morbidity']"
unintent,"['w34', 'accidental', 'discharge', 'malfunction', 'unspecified', 'firearms', 'guns', 'exposure', 'inanimate', 'mechanical', 'forces', 'external', 'causes', 'morbidity']"
unintent,"['w36', 'explosion', 'rupture', 'gas', 'cylinder', 'exposure', 'inanimate', 'mechanical', 'forces', 'external', 'causes', 'morbidity']"
unintent,"['w40', 'explosion', 'materials', 'exposure', 'inanimate', 'mechanical', 'forces', 'external', 'causes', 'morbidity']"
unintent,"['w45', 'foreign', 'body', 'object', 'entering', 'skin', 'exposure', 'inanimate', 'mechanical', 'forces', 'external', 'causes', 'morbidity']"
unintent,"['w46', 'contact', 'hypodermic', 'needle', 'exposure', 'inanimate', 'mechanical', 'forces', 'external', 'causes', 'morbidity']"
unintent,"['w49', 'exposure', 'inanimate', 'mechanical', 'forces', 'exposure', 'inanimate', 'mechanical', 'forces', 'external', 'causes', 'morbidity']"
unintent,"['w50', 'accidental', 'hit', 'strike', 'kick', 'twist', 'bite', 'scratch', 'another', 'person', 'exposure', 'animate', 'mechanical', 'forces', 'external', 'causes', 'morbidity']"
unintent,"['w51', 'accidental', 'striking', 'bumped', 'another', 'person', 'exposure', 'animate', 'mechanical', 'forces', 'external', 'causes', 'morbidity']"
unintent,"['w54', 'contact', 'dog', 'exposure', 'animate', 'mechanical', 'forces', 'external', 'causes', 'morbidity']"
unintent,"['w55', 'contact', 'mammals', 'exposure', 'animate', 'mechanical', 'forces', 'external', 'causes', 'morbidity']"
unintent,"['w65', 'accidental', 'drowning', 'submersion', 'bathtub', 'accidental', 'nontransport', 'drowning', 'submersion', 'external', 'causes', 'morbidity']"
unintent,"['w67', 'accidental', 'drowning', 'submersion', 'swimmingpool', 'accidental', 'nontransport', 'drowning', 'submersion', 'external', 'causes', 'morbidity']"
unintent,"['w69', 'accidental', 'drowning', 'submersion', 'natural', 'water', 'accidental', 'nontransport', 'drowning', 'submersion', 'external', 'causes', 'morbidity']"
unintent,"['w73', 'specified', 'cause', 'accidental', 'nontransport', 'drowning', 'submersion', 'accidental', 'nontransport', 'drowning', 'submersion', 'external', 'causes', 'morbidity']"
unintent,"['w74', 'unspecified', 'cause', 'accidental', 'drowning', 'submersion', 'accidental', 'nontransport', 'drowning', 'submersion', 'external', 'causes', 'morbidity']"
unintent,"['w85', 'exposure', 'electric', 'transmission', 'lines', 'exposure', 'electric', 'current', 'radiation', 'extreme', 'ambient', 'air', 'temperature', 'pressure', 'external', 'causes', 'morbidity']"
unintent,"['w86', 'exposure', 'specified', 'electric', 'current', 'exposure', 'electric', 'current', 'radiation', 'extreme', 'ambient', 'air', 'temperature', 'pressure', 'external', 'causes', 'morbidity']"
unintent,"['w92', 'exposure', 'excessive', 'heat', 'manmade', 'origin', 'exposure', 'electric', 'current', 'radiation', 'extreme', 'ambient', 'air', 'temperature', 'pressure', 'external', 'causes', 'morbidity']"
unintent,"['w94', 'exposure', 'high', 'low', 'air', 'pressure', 'changes', 'air', 'pressure', 'exposure', 'electric', 'current', 'radiation', 'extreme', 'ambient', 'air', 'temperature', 'pressure', 'external', 'causes', 'morbidity']"
unintent,"['x01', 'exposure', 'uncontrolled', 'fire', 'building', 'structure', 'exposure', 'smoke', 'fire', 'flames', 'external', 'causes', 'morbidity']"
unintent,"['x02', 'exposure', 'controlled', 'fire', 'building', 'structure', 'exposure', 'smoke', 'fire', 'flames', 'external', 'causes', 'morbidity']"
unintent,"['x03', 'exposure', 'controlled', 'fire', 'building', 'structure', 'exposure', 'smoke', 'fire', 'flames', 'external', 'causes', 'morbidity']"
unintent,"['x04', 'exposure', 'ignition', 'highly', 'flammable', 'material', 'exposure', 'smoke', 'fire', 'flames', 'external', 'causes', 'morbidity']"
unintent,"['x05', 'exposure', 'ignition', 'melting', 'nightwear', 'exposure', 'smoke', 'fire', 'flames', 'external', 'causes', 'morbidity']"
unintent,"['x06', 'exposure', 'ignition', 'melting', 'clothing', 'apparel', 'exposure', 'smoke', 'fire', 'flames', 'external', 'causes', 'morbidity']"
unintent,"['x08', 'exposure', 'specified', 'smoke', 'fire', 'flames', 'exposure', 'smoke', 'fire', 'flames', 'external', 'causes', 'morbidity']"
unintent,"['x11', 'contact', 'hot', 'tapwater', 'contact', 'heat', 'hot', 'substances', 'external', 'causes', 'morbidity']"
unintent,"['x15', 'contact', 'hot', 'household', 'appliances', 'contact', 'heat', 'hot', 'substances', 'external', 'causes', 'morbidity']"
unintent,"['x30', 'exposure', 'excessive', 'natural', 'heat', 'exposure', 'forces', 'nature', 'external', 'causes', 'morbidity']"
unintent,"['x31', 'exposure', 'excessive', 'natural', 'cold', 'exposure', 'forces', 'nature', 'external', 'causes', 'morbidity']"
unintent,"['x32', 'exposure', 'sunlight', 'exposure', 'forces', 'nature', 'external', 'causes', 'morbidity']"
unintent,"['x36', 'avalanche', 'landslide', 'earth', 'movements', 'exposure', 'forces', 'nature', 'external', 'causes', 'morbidity']"
unintent,"['x39', 'exposure', 'forces', 'nature', 'exposure', 'forces', 'nature', 'external', 'causes', 'morbidity']"
unintent,"['x58', 'exposure', 'specified', 'factors', 'accidental', 'exposure', 'specified', 'factors', 'external', 'causes', 'morbidity']"
intent,"['x71', 'intentional', 'selfharm', 'drowning', 'submersion', 'intentional', 'selfharm', 'external', 'causes', 'morbidity']"
intent,"['x72', 'intentional', 'selfharm', 'handgun', 'discharge', 'intentional', 'selfharm', 'external', 'causes', 'morbidity']"
intent,"['x73', 'intentional', 'selfharm', 'rifle', 'shotgun', 'larger', 'firearm', 'discharge', 'intentional', 'selfharm', 'external', 'causes', 'morbidity']"
intent,"['x74', 'intentional', 'selfharm', 'unspecified', 'firearm', 'gun', 'discharge', 'intentional', 'selfharm', 'external', 'causes', 'morbidity']"
intent,"['x75', 'intentional', 'selfharm', 'explosive', 'material', 'intentional', 'selfharm', 'external', 'causes', 'morbidity']"
intent,"['x76', 'intentional', 'selfharm', 'smoke', 'fire', 'flames', 'intentional', 'selfharm', 'external', 'causes', 'morbidity']"
intent,"['x78', 'intentional', 'selfharm', 'sharp', 'object', 'intentional', 'selfharm', 'external', 'causes', 'morbidity']"
intent,"['x79', 'intentional', 'selfharm', 'blunt', 'object', 'intentional', 'selfharm', 'external', 'causes', 'morbidity']"
intent,"['x80', 'intentional', 'selfharm', 'jumping', 'high', 'place', 'intentional', 'selfharm', 'external', 'causes', 'morbidity']"
unintent,"['x81', 'intentional', 'selfharm', 'jumping', 'lying', 'front', 'moving', 'object', 'intentional', 'selfharm', 'external', 'causes', 'morbidity']"
unintent,"['x82', 'intentional', 'selfharm', 'crashing', 'motor', 'vehicle', 'intentional', 'selfharm', 'external', 'causes', 'morbidity']"
unintent,"['x83', 'intentional', 'selfharm', 'specified', 'means', 'intentional', 'selfharm', 'external', 'causes', 'morbidity']"
unintent,"['x92', 'assault', 'drowning', 'submersion', 'assault', 'external', 'causes', 'morbidity']"
unintent,"['x93', 'assault', 'handgun', 'discharge', 'assault', 'external', 'causes', 'morbidity']"
unintent,"['x94', 'assault', 'rifle', 'shotgun', 'larger', 'firearm', 'discharge', 'assault', 'external', 'causes', 'morbidity']"
unintent,"['x95', 'assault', 'unspecified', 'firearm', 'gun', 'discharge', 'assault', 'external', 'causes', 'morbidity']"
unintent,"['x97', 'assault', 'smoke', 'fire', 'flames', 'assault', 'external', 'causes', 'morbidity']"
unintent,"['x99', 'assault', 'sharp', 'object', 'assault', 'external', 'causes', 'morbidity']"
intent,"['y03', 'assault', 'crashing', 'motor', 'vehicle', 'assault', 'external', 'causes', 'morbidity']"
intent,"['y04', 'assault', 'bodily', 'force', 'assault', 'external', 'causes', 'morbidity']"
intent,"['y08', 'assault', 'specified', 'means', 'assault', 'external', 'causes', 'morbidity']"
intent,"['y09', 'assault', 'unspecified', 'means', 'assault', 'external', 'causes', 'morbidity']"
intent,"['y21', 'drowning', 'submersion', 'undetermined', 'intent', 'event', 'undetermined', 'intent', 'external', 'causes', 'morbidity']"
intent,"['y24', 'unspecified', 'firearm', 'discharge', 'undetermined', 'intent', 'event', 'undetermined', 'intent', 'external', 'causes', 'morbidity']"
intent,"['y26', 'exposure', 'smoke', 'fire', 'flames', 'undetermined', 'intent', 'event', 'undetermined', 'intent', 'external', 'causes', 'morbidity']"
