code,causeid,short_desc,long_desc,three_digit,sub_chapter,chapter
V545,inj_trans,Driver of pk-up/van injured in collision w hv veh in traf,Driver of pick-up truck or van injured in collision with heavy transport vehicle or bus in traffic accident,V54,Occupant Of Pick-Up Truck Or Van Injured In Transport Accident,External causes of morbidity
V546,inj_trans,Passenger in pk-up/van injured in collision w hv veh in traf,Passenger in pick-up truck or van injured in collision with heavy transport vehicle or bus in traffic accident,V54,Occupant Of Pick-Up Truck Or Van Injured In Transport Accident,External causes of morbidity
V553,inj_trans,Occup of pk-up/van injured in clsn w rail trn/veh nontraf,Unspecified occupant of pick-up truck or van injured in collision with railway train or railway vehicle in nontraffic accident,V55,Occupant Of Pick-Up Truck Or Van Injured In Transport Accident,External causes of morbidity
V575,inj_trans,Driver of pk-up/van injured in clsn w statnry object in traf,Driver of pick-up truck or van injured in collision with fixed or stationary object in traffic accident,V57,Occupant Of Pick-Up Truck Or Van Injured In Transport Accident,External causes of morbidity
V576,inj_trans,Pasngr in pk-up/van injured in clsn w statnry object in traf,Passenger in pick-up truck or van injured in collision with fixed or stationary object in traffic accident,V57,Occupant Of Pick-Up Truck Or Van Injured In Transport Accident,External causes of morbidity
V585,inj_trans,Driver of pk-up/van injured in nonclsn trnsp acc in traf,Driver of pick-up truck or van injured in noncollision transport accident in traffic accident,V58,Occupant Of Pick-Up Truck Or Van Injured In Transport Accident,External causes of morbidity
V586,inj_trans,Pasngr in pk-up/van injured in nonclsn trnsp acc in traf,Passenger in pick-up truck or van injured in noncollision transport accident in traffic accident,V58,Occupant Of Pick-Up Truck Or Van Injured In Transport Accident,External causes of morbidity
V587,inj_trans,Person outside pk-up/van inj in nonclsn trnsp acc in traf,Person on outside of pick-up truck or van injured in noncollision transport accident in traffic accident,V58,Occupant Of Pick-Up Truck Or Van Injured In Transport Accident,External causes of morbidity
V589,inj_trans,Occup of pk-up/van injured in nonclsn trnsp accident in traf,Unspecified occupant of pick-up truck or van injured in noncollision transport accident in traffic accident,V58,Occupant Of Pick-Up Truck Or Van Injured In Transport Accident,External causes of morbidity
V594,inj_trans,Driver of pk-up/van inj in clsn w oth and unsp mv in traf,Driver of pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident,V59,Occupant Of Pick-Up Truck Or Van Injured In Transport Accident,External causes of morbidity
V595,inj_trans,Pasngr in pk-up/van inj in clsn w oth and unsp mv in traf,Passenger in pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident,V59,Occupant Of Pick-Up Truck Or Van Injured In Transport Accident,External causes of morbidity
V599,inj_trans,Occupant (driver) of pk-up/van injured in unsp traf,Occupant (driver) (passenger) of pick-up truck or van injured in unspecified traffic accident,V59,Occupant Of Pick-Up Truck Or Van Injured In Transport Accident,External causes of morbidity
V635,inj_trans,"Driver of hv veh injured pick-up truck, pk-up/van in traf","Driver of heavy transport vehicle injured in collision with car, pick-up truck or van in traffic accident",V63,Occupant Of Heavy Transport Vehicle Injured In Transport Accident,External causes of morbidity
V645,inj_trans,Driver of hv veh injured in collision w hv veh in traf,Driver of heavy transport vehicle injured in collision with heavy transport vehicle or bus in traffic accident,V64,Occupant Of Heavy Transport Vehicle Injured In Transport Accident,External causes of morbidity
V670,none,Driver of hv veh injured in clsn w statnry object nontraf,Driver of heavy transport vehicle injured in collision with fixed or stationary object in nontraffic accident,V67,Occupant Of Heavy Transport Vehicle Injured In Transport Accident,External causes of morbidity
V675,inj_trans,Driver of hv veh injured in clsn w statnry object in traf,Driver of heavy transport vehicle injured in collision with fixed or stationary object in traffic accident,V67,Occupant Of Heavy Transport Vehicle Injured In Transport Accident,External causes of morbidity
V684,inj_trans,Prsn brd/alit hv veh injured in nonclsn transport accident,Person boarding or alighting a heavy transport vehicle injured in noncollision transport accident,V68,Occupant Of Heavy Transport Vehicle Injured In Transport Accident,External causes of morbidity
V685,inj_trans,Driver of hv veh injured in nonclsn trnsp accident in traf,Driver of heavy transport vehicle injured in noncollision transport accident in traffic accident,V68,Occupant Of Heavy Transport Vehicle Injured In Transport Accident,External causes of morbidity
V686,inj_trans,Pasngr in hv veh injured in nonclsn trnsp accident in traf,Passenger in heavy transport vehicle injured in noncollision transport accident in traffic accident,V68,Occupant Of Heavy Transport Vehicle Injured In Transport Accident,External causes of morbidity
V694,inj_trans,Driver of hv veh injured in clsn w oth and unsp mv in traf,Driver of heavy transport vehicle injured in collision with other and unspecified motor vehicles in traffic accident,V69,Occupant Of Heavy Transport Vehicle Injured In Transport Accident,External causes of morbidity
V746,inj_trans,Passenger on bus injured in collision w hv veh in traf,Passenger on bus injured in collision with heavy transport vehicle or bus in traffic accident,V74,Bus Occupant Injured In Transport Accident,External causes of morbidity
V785,inj_trans,Driver of bus injured in nonclsn transport accident in traf,Driver of bus injured in noncollision transport accident in traffic accident,V78,Bus Occupant Injured In Transport Accident,External causes of morbidity
V786,inj_trans,Pasngr on bus injured in nonclsn transport accident in traf,Passenger on bus injured in noncollision transport accident in traffic accident,V78,Bus Occupant Injured In Transport Accident,External causes of morbidity
V800,none,Animl-rider/occ injured fall from same w/o collision,Animal-rider or occupant of animal drawn vehicle injured by fall from or being thrown from animal or animal-drawn vehicle in noncollision accident,V80,Other Land Transport Accidents,External causes of morbidity
V809,inj_trans,Animl rider/occ injured oth transp acc,Animal-rider or occupant of animal-drawn vehicle injured in other and unspecified transport accidents,V80,Other Land Transport Accidents,External causes of morbidity
V835,inj_trans,Driver of special industrial vehicle injured nontraf,Driver of special industrial vehicle injured in nontraffic accident,V83,Other Land Transport Accidents,External causes of morbidity
V837,inj_trans,Person outside special industrial vehicle injured nontraf,Person on outside of special industrial vehicle injured in nontraffic accident,V83,Other Land Transport Accidents,External causes of morbidity
V840,none,Driver of special agricultural vehicle injured in traf,Driver of special agricultural vehicle injured in traffic accident,V84,Other Land Transport Accidents,External causes of morbidity
V845,inj_trans,Driver of special agricultural vehicle injured nontraf,Driver of special agricultural vehicle injured in nontraffic accident,V84,Other Land Transport Accidents,External causes of morbidity
V849,inj_trans,Occup of special agricultural vehicle injured nontraf,Unspecified occupant of special agricultural vehicle injured in nontraffic accident,V84,Other Land Transport Accidents,External causes of morbidity
V852,inj_trans,Person outside special construction vehicle injured in traf,Person on outside of special construction vehicle injured in traffic accident,V85,Other Land Transport Accidents,External causes of morbidity
V860,none,Driver off-road veh injured in traffic accident,Driver of special all-terrain or other off-road motor vehicle injured in traffic accident,V86,Other Land Transport Accidents,External causes of morbidity
V861,inj_trans,Passngr off-road veh injured in traffic accident,Passenger of special all-terrain or other off-road motor vehicle injured in traffic accident,V86,Other Land Transport Accidents,External causes of morbidity
V865,inj_trans,Driver off-road veh injured in nontraffic accident,Driver of special all-terrain or other off-road motor vehicle injured in nontraffic accident,V86,Other Land Transport Accidents,External causes of morbidity
V869,inj_trans,Unspec occup off-road veh injured in nontraffic accident,Unspecified occupant of special all-terrain or other off-road motor vehicle injured in nontraffic accident,V86,Other Land Transport Accidents,External causes of morbidity
V870,none,Person injured in collision betw car and 2/3-whl pwr veh,Person injured in collision between car and two- or three-wheeled powered vehicle (traffic),V87,Other Land Transport Accidents,External causes of morbidity
V874,none,Person injured in collision betw car and hv veh (traffic),Person injured in collision between car and heavy transport vehicle (traffic),V87,Other Land Transport Accidents,External causes of morbidity
V877,none,Person injured in collision betw oth mtr veh (traffic),Person injured in collision between other specified motor vehicles (traffic),V87,Other Land Transport Accidents,External causes of morbidity
V878,none,Person injured in oth nonclsn transport acc w mtr veh,Person injured in other specified noncollision transport accidents involving motor vehicle (traffic),V87,Other Land Transport Accidents,External causes of morbidity
V887,none,"Person injured in collision betw mtr veh, nontraffic","Person injured in collision between other specified motor vehicle, nontraffic",V88,Other Land Transport Accidents,External causes of morbidity
V890,none,"Person injured in unsp motor-vehicle accident, nontraffic","Person injured in unspecified motor-vehicle accident, nontraffic",V89,Other Land Transport Accidents,External causes of morbidity
V892,none,"Person injured in unsp motor-vehicle accident, traffic","Person injured in unspecified motor-vehicle accident, traffic",V89,Other Land Transport Accidents,External causes of morbidity
V899,none,Person injured in unspecified vehicle accident,Person injured in unspecified vehicle accident,V89,Other Land Transport Accidents,External causes of morbidity
V902,inj_trans,Drown due to falling or jumping from burning watercraft,Drowning and submersion due to falling or jumping from burning watercraft,V90,Water Transport Accidents,External causes of morbidity
V903,inj_trans,Drown due to falling or jumping from crushed watercraft,Drowning and submersion due to falling or jumping from crushed watercraft,V90,Water Transport Accidents,External causes of morbidity
